[BAD] /home/ubuntu/cs122b-project1/csv_package/genres.csv line 72: genres.csv missing name :: [71, ]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 4208: stars_in_movies references missing star/movie: starId=s000008259, movieId=zSh10 :: [s000008259, zSh10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 4423: stars_in_movies references missing star/movie: starId=s000003221, movieId=BsK30 :: [s000003221, BsK30]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 4532: stars_in_movies references missing star/movie: starId=s000008428, movieId=BuE10 :: [s000008428, BuE10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 4533: stars_in_movies references missing star/movie: starId=s000006859, movieId=BuE10 :: [s000006859, BuE10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 4534: stars_in_movies references missing star/movie: starId=s000008429, movieId=BuE10 :: [s000008429, BuE10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 5418: stars_in_movies references missing star/movie: starId=s000008611, movieId=CBu12 :: [s000008611, CBu12]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 5419: stars_in_movies references missing star/movie: starId=s000008610, movieId=CBu12 :: [s000008610, CBu12]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 5420: stars_in_movies references missing star/movie: starId=s000008612, movieId=CBu12 :: [s000008612, CBu12]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 5587: stars_in_movies references missing star/movie: starId=s000001048, movieId=CC60 :: [s000001048, CC60]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 5643: stars_in_movies references missing star/movie: starId=s000001048, movieId=CC83 :: [s000001048, CC83]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 5644: stars_in_movies references missing star/movie: starId=s000002714, movieId=CC83 :: [s000002714, CC83]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 5721: stars_in_movies references missing star/movie: starId=s000007245, movieId=CCo1 :: [s000007245, CCo1]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 6345: stars_in_movies references missing star/movie: starId=s000000285, movieId=ChG1 :: [s000000285, ChG1]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 6346: stars_in_movies references missing star/movie: starId=s000008868, movieId=ChG1 :: [s000008868, ChG1]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 6347: stars_in_movies references missing star/movie: starId=s000006484, movieId=ChG1 :: [s000006484, ChG1]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 6348: stars_in_movies references missing star/movie: starId=s000007305, movieId=ChG1 :: [s000007305, ChG1]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 6349: stars_in_movies references missing star/movie: starId=s000005731, movieId=ChG1 :: [s000005731, ChG1]
